timestamp,consumption_kwh,temperature,humidity,occupancy,hour,day_of_week,month,is_weekend,ac_running,lighting,cooking,entertainment
2025-01-02 03:00:00,0.1,18.9,45.2,0.38,3,3,1,0,0,1,0,0
2025-01-02 04:00:00,0.19,17.0,25.9,0.32,4,3,1,0,0,1,0,0
2025-01-02 05:00:00,0.2,16.1,30.2,0.35,5,3,1,0,0,1,0,0
2025-01-02 06:00:00,0.647,19.1,39.8,0.32,6,3,1,0,0,1,0,0
2025-01-02 07:00:00,0.576,19.0,57.1,0.18,7,3,1,0,0,0,1,0
2025-01-02 08:00:00,0.56,18.4,67.4,0.12,8,3,1,0,0,0,1,0
2025-01-02 09:00:00,0.431,23.6,78.5,0.18,9,3,1,0,0,0,0,0
2025-01-02 10:00:00,0.395,18.8,48.8,0.23,10,3,1,0,0,0,0,0
2025-01-02 11:00:00,0.609,25.3,71.8,0.17,11,3,1,0,0,0,0,0
2025-01-02 12:00:00,0.352,24.0,33.9,0.25,12,3,1,0,0,0,1,0
2025-01-02 13:00:00,0.156,25.4,48.9,0.12,13,3,1,0,0,0,1,0
2025-01-02 14:00:00,0.305,21.8,53.2,0.08,14,3,1,0,0,0,0,0
2025-01-02 15:00:00,0.239,21.8,52.3,0.21,15,3,1,0,0,0,0,0
2025-01-02 16:00:00,0.265,22.1,66.2,0.31,16,3,1,0,0,0,0,0
2025-01-02 17:00:00,0.761,17.0,57.7,0.25,17,3,1,0,0,0,0,0
2025-01-02 18:00:00,0.734,20.8,64.3,0.27,18,3,1,0,0,0,0,0
2025-01-02 19:00:00,1.36,16.5,46.4,0.85,19,3,1,0,0,1,1,0
2025-01-02 20:00:00,1.192,20.1,60.3,0.74,20,3,1,0,0,1,1,0
2025-01-02 21:00:00,1.396,18.3,33.8,0.83,21,3,1,0,0,1,0,0
2025-01-02 22:00:00,1.76,13.0,50.7,0.83,22,3,1,0,0,1,0,0
2025-01-02 23:00:00,0.759,14.9,52.8,0.83,23,3,1,0,0,1,0,0
2025-01-03 00:00:00,0.1,12.5,57.6,0.39,0,4,1,0,0,1,0,0
2025-01-03 01:00:00,0.259,13.5,40.2,0.48,1,4,1,0,0,1,0,0
2025-01-03 02:00:00,0.1,12.1,81.8,0.4,2,4,1,0,0,1,0,0
2025-01-03 03:00:00,0.249,14.8,39.4,0.34,3,4,1,0,0,1,0,0
2025-01-03 04:00:00,0.146,12.2,20.0,0.2,4,4,1,0,0,0,0,0
2025-01-03 05:00:00,0.19,12.9,28.5,0.26,5,4,1,0,0,0,0,0
2025-01-03 06:00:00,0.503,20.9,67.4,0.3,6,4,1,0,0,1,0,0
2025-01-03 07:00:00,0.567,20.9,41.0,0.31,7,4,1,0,0,0,1,0
2025-01-03 08:00:00,0.645,21.5,73.8,0.08,8,4,1,0,0,0,1,0
2025-01-03 09:00:00,0.484,15.5,58.8,0.23,9,4,1,0,0,0,0,0
2025-01-03 10:00:00,0.428,21.2,41.2,0.28,10,4,1,0,0,0,0,0
2025-01-03 11:00:00,0.454,21.7,54.6,0.28,11,4,1,0,0,0,0,0
2025-01-03 12:00:00,0.378,20.0,61.2,0.26,12,4,1,0,0,0,1,0
2025-01-03 13:00:00,0.357,24.5,41.1,0.25,13,4,1,0,0,0,1,0
2025-01-03 14:00:00,0.521,22.8,62.4,0.28,14,4,1,0,0,0,0,0
2025-01-03 15:00:00,0.353,22.3,45.3,0.23,15,4,1,0,0,0,0,0
2025-01-03 16:00:00,0.354,21.4,37.7,0.41,16,4,1,0,0,0,0,0
2025-01-03 17:00:00,0.444,16.8,61.9,0.26,17,4,1,0,0,0,0,0
2025-01-03 18:00:00,0.73,17.1,51.1,0.13,18,4,1,0,0,0,0,0
2025-01-03 19:00:00,1.531,13.7,45.2,0.94,19,4,1,0,0,1,1,0
2025-01-03 20:00:00,1.542,12.8,53.7,0.85,20,4,1,0,0,1,1,0
2025-01-03 21:00:00,1.387,14.2,28.9,0.83,21,4,1,0,0,1,0,0
2025-01-03 22:00:00,1.382,17.4,62.9,0.88,22,4,1,0,0,1,0,0
2025-01-03 23:00:00,0.807,12.0,45.7,0.93,23,4,1,0,0,1,0,0
2025-01-04 00:00:00,0.271,18.1,48.4,0.34,0,5,1,1,0,1,0,0
2025-01-04 01:00:00,0.132,14.0,50.2,0.31,1,5,1,1,0,1,0,0
2025-01-04 02:00:00,0.43,15.6,71.8,0.4,2,5,1,1,0,1,0,0
2025-01-04 03:00:00,0.192,13.6,52.8,0.52,3,5,1,1,0,1,0,0
2025-01-04 04:00:00,0.148,11.9,20.0,0.25,4,5,1,1,0,0,0,0
2025-01-04 05:00:00,0.157,15.8,78.1,0.4,5,5,1,1,0,1,0,0
2025-01-04 06:00:00,1.003,15.8,30.2,0.48,6,5,1,1,0,1,0,0
2025-01-04 07:00:00,0.833,16.2,70.3,0.29,7,5,1,1,0,0,1,0
2025-01-04 08:00:00,1.219,15.1,50.1,0.9,8,5,1,1,0,0,1,0
2025-01-04 09:00:00,1.322,22.3,47.9,0.91,9,5,1,1,0,0,0,0
2025-01-04 10:00:00,0.933,23.3,27.0,1.0,10,5,1,1,0,0,0,0
2025-01-04 11:00:00,0.907,22.1,51.7,1.0,11,5,1,1,0,0,0,0
2025-01-04 12:00:00,1.047,30.9,46.3,1.0,12,5,1,1,1,0,1,0
2025-01-04 13:00:00,0.724,26.0,60.3,1.0,13,5,1,1,0,0,1,0
2025-01-04 14:00:00,1.033,16.7,46.0,0.97,14,5,1,1,0,0,0,0
2025-01-04 15:00:00,0.732,23.4,29.3,0.73,15,5,1,1,0,0,0,0
2025-01-04 16:00:00,0.704,21.6,20.0,0.89,16,5,1,1,0,0,0,0
2025-01-04 17:00:00,0.703,21.7,35.9,0.85,17,5,1,1,0,0,0,0
2025-01-04 18:00:00,1.687,18.8,35.2,0.95,18,5,1,1,0,1,0,1
2025-01-04 19:00:00,1.815,12.5,34.5,0.84,19,5,1,1,0,1,1,1
2025-01-04 20:00:00,1.694,20.9,39.5,0.92,20,5,1,1,0,1,1,1
2025-01-04 21:00:00,1.565,15.0,61.4,0.85,21,5,1,1,0,1,0,1
2025-01-04 22:00:00,2.415,11.9,27.3,1.0,22,5,1,1,0,1,0,1
2025-01-04 23:00:00,0.786,14.8,54.7,0.61,23,5,1,1,0,1,0,1
2025-01-05 00:00:00,0.142,13.7,25.9,0.32,0,6,1,1,0,1,0,0
2025-01-05 01:00:00,0.412,10.1,33.8,0.47,1,6,1,1,0,1,0,0
2025-01-05 02:00:00,0.324,16.5,51.2,0.21,2,6,1,1,0,0,0,0
2025-01-05 03:00:00,0.1,15.6,47.1,0.21,3,6,1,1,0,0,0,0
2025-01-05 04:00:00,0.14,19.7,29.0,0.36,4,6,1,1,0,1,0,0
2025-01-05 05:00:00,0.142,12.9,37.0,0.3,5,6,1,1,0,1,0,0
2025-01-05 06:00:00,0.581,18.8,46.4,0.21,6,6,1,1,0,0,0,0
2025-01-05 07:00:00,0.804,22.1,35.3,0.31,7,6,1,1,0,0,1,0
2025-01-05 08:00:00,1.235,16.0,40.1,0.96,8,6,1,1,0,0,1,0
2025-01-05 09:00:00,1.245,14.5,50.7,0.93,9,6,1,1,0,0,0,0
2025-01-05 10:00:00,0.702,22.6,49.0,0.78,10,6,1,1,0,0,0,0
2025-01-05 11:00:00,0.842,22.1,44.2,1.0,11,6,1,1,0,0,0,0
2025-01-05 12:00:00,0.653,24.4,57.9,1.0,12,6,1,1,0,0,1,0
2025-01-05 13:00:00,0.802,21.0,47.0,0.94,13,6,1,1,0,0,1,0
2025-01-05 14:00:00,0.889,22.4,67.5,0.93,14,6,1,1,0,0,0,0
2025-01-05 15:00:00,0.822,19.8,43.5,0.94,15,6,1,1,0,0,0,0
2025-01-05 16:00:00,0.941,23.4,63.1,0.87,16,6,1,1,0,0,0,0
2025-01-05 17:00:00,0.693,16.0,34.9,0.71,17,6,1,1,0,0,0,0
2025-01-05 18:00:00,1.737,19.7,54.9,0.88,18,6,1,1,0,1,0,1
2025-01-05 19:00:00,2.386,8.6,61.6,0.75,19,6,1,1,0,1,1,1
2025-01-05 20:00:00,1.818,15.6,59.5,1.0,20,6,1,1,0,1,1,1
2025-01-05 21:00:00,1.694,15.3,37.3,0.98,21,6,1,1,0,1,0,1
2025-01-05 22:00:00,1.86,14.7,57.2,0.93,22,6,1,1,0,1,0,1
2025-01-05 23:00:00,0.556,13.2,35.3,0.26,23,6,1,1,0,0,0,1
2025-01-06 00:00:00,0.228,16.3,63.0,0.44,0,0,1,0,0,1,0,0
2025-01-06 01:00:00,0.274,19.9,31.3,0.12,1,0,1,0,0,0,0,0
2025-01-06 02:00:00,0.382,16.9,54.2,0.19,2,0,1,0,0,0,0,0
2025-01-06 03:00:00,0.192,15.5,60.9,0.35,3,0,1,0,0,1,0,0
2025-01-06 04:00:00,0.375,13.1,78.2,0.43,4,0,1,0,0,1,0,0
2025-01-06 05:00:00,0.303,12.5,48.1,0.31,5,0,1,0,0,1,0,0
2025-01-06 06:00:00,0.492,14.5,47.6,0.26,6,0,1,0,0,0,0,0
2025-01-06 07:00:00,0.374,15.2,51.1,0.17,7,0,1,0,0,0,1,0
2025-01-06 08:00:00,0.388,21.2,46.1,0.05,8,0,1,0,0,0,1,0
2025-01-06 09:00:00,0.577,18.0,49.2,0.18,9,0,1,0,0,0,0,0
2025-01-06 10:00:00,0.552,29.0,46.0,0.09,10,0,1,0,0,0,0,0
2025-01-06 11:00:00,0.345,23.0,49.6,0.22,11,0,1,0,0,0,0,0
2025-01-06 12:00:00,0.252,20.7,49.5,0.15,12,0,1,0,0,0,1,0
2025-01-06 13:00:00,0.359,22.9,72.6,0.0,13,0,1,0,0,0,1,0
2025-01-06 14:00:00,0.191,24.0,44.9,0.16,14,0,1,0,0,0,0,0
2025-01-06 15:00:00,0.524,18.1,76.3,0.29,15,0,1,0,0,0,0,0
2025-01-06 16:00:00,0.252,21.5,42.1,0.25,16,0,1,0,0,0,0,0
2025-01-06 17:00:00,0.43,21.2,44.4,0.27,17,0,1,0,0,0,0,0
2025-01-06 18:00:00,0.821,18.1,33.8,0.26,18,0,1,0,0,0,0,0
2025-01-06 19:00:00,1.546,14.4,31.2,0.99,19,0,1,0,0,1,1,0
2025-01-06 20:00:00,1.156,14.5,39.4,0.76,20,0,1,0,0,1,1,0
2025-01-06 21:00:00,1.361,15.5,76.3,0.69,21,0,1,0,0,1,0,0
2025-01-06 22:00:00,1.436,15.5,41.8,0.94,22,0,1,0,0,1,0,0
2025-01-06 23:00:00,0.676,18.4,52.3,0.86,23,0,1,0,0,1,0,0
2025-01-07 00:00:00,0.203,14.2,29.8,0.37,0,1,1,0,0,1,0,0
2025-01-07 01:00:00,0.1,14.5,55.2,0.25,1,1,1,0,0,0,0,0
2025-01-07 02:00:00,0.233,14.6,56.1,0.13,2,1,1,0,0,0,0,0
2025-01-07 03:00:00,0.295,16.7,64.7,0.47,3,1,1,0,0,1,0,0
2025-01-07 04:00:00,0.3,8.2,40.6,0.3,4,1,1,0,0,1,0,0
2025-01-07 05:00:00,0.1,13.0,38.7,0.24,5,1,1,0,0,0,0,0
2025-01-07 06:00:00,0.645,13.9,35.4,0.41,6,1,1,0,0,1,0,0
2025-01-07 07:00:00,0.606,27.7,52.8,0.21,7,1,1,0,0,0,1,0
2025-01-07 08:00:00,0.633,18.9,88.4,0.19,8,1,1,0,0,0,1,0
2025-01-07 09:00:00,0.659,19.4,76.6,0.14,9,1,1,0,0,0,0,0
2025-01-07 10:00:00,0.461,23.9,59.5,0.3,10,1,1,0,0,0,0,0
2025-01-07 11:00:00,0.408,17.4,46.3,0.19,11,1,1,0,0,0,0,0
2025-01-07 12:00:00,0.437,22.2,55.7,0.26,12,1,1,0,0,0,1,0
2025-01-07 13:00:00,0.18,26.9,56.9,0.19,13,1,1,0,0,0,1,0
2025-01-07 14:00:00,0.178,23.8,54.1,0.07,14,1,1,0,0,0,0,0
2025-01-07 15:00:00,0.354,24.7,60.2,0.2,15,1,1,0,0,0,0,0
2025-01-07 16:00:00,0.283,22.8,51.4,0.15,16,1,1,0,0,0,0,0
2025-01-07 17:00:00,0.323,18.6,42.8,0.33,17,1,1,0,0,0,0,0
2025-01-07 18:00:00,0.823,17.0,71.7,0.22,18,1,1,0,0,0,0,0
2025-01-07 19:00:00,1.987,10.8,63.3,0.91,19,1,1,0,0,1,1,0
2025-01-07 20:00:00,1.335,14.9,84.5,0.86,20,1,1,0,0,1,1,0
2025-01-07 21:00:00,1.33,20.9,42.2,0.86,21,1,1,0,0,1,0,0
2025-01-07 22:00:00,1.844,10.0,34.9,0.82,22,1,1,0,0,1,0,0
2025-01-07 23:00:00,0.728,17.3,35.0,1.0,23,1,1,0,0,1,0,0
2025-01-08 00:00:00,0.184,15.5,33.2,0.34,0,2,1,0,0,1,0,0
2025-01-08 01:00:00,0.1,16.8,86.8,0.24,1,2,1,0,0,0,0,0
2025-01-08 02:00:00,0.361,12.6,40.4,0.42,2,2,1,0,0,1,0,0
2025-01-08 03:00:00,0.243,12.5,57.1,0.24,3,2,1,0,0,0,0,0
2025-01-08 04:00:00,0.149,14.1,73.2,0.48,4,2,1,0,0,1,0,0
2025-01-08 05:00:00,0.386,14.1,55.0,0.37,5,2,1,0,0,1,0,0
2025-01-08 06:00:00,0.542,16.7,29.3,0.23,6,2,1,0,0,0,0,0
2025-01-08 07:00:00,0.718,24.2,53.4,0.3,7,2,1,0,0,0,1,0
2025-01-08 08:00:00,0.672,27.5,42.7,0.3,8,2,1,0,0,0,1,0
2025-01-08 09:00:00,0.68,27.7,44.6,0.26,9,2,1,0,0,0,0,0
2025-01-08 10:00:00,0.547,25.3,66.0,0.32,10,2,1,0,0,0,0,0
2025-01-08 11:00:00,0.329,24.6,52.2,0.32,11,2,1,0,0,0,0,0
2025-01-08 12:00:00,0.433,23.7,50.4,0.33,12,2,1,0,0,0,1,0
2025-01-08 13:00:00,0.599,21.6,61.2,0.26,13,2,1,0,0,0,1,0
2025-01-08 14:00:00,0.419,21.6,53.7,0.36,14,2,1,0,0,0,0,0
2025-01-08 15:00:00,0.347,23.0,52.8,0.16,15,2,1,0,0,0,0,0
2025-01-08 16:00:00,0.434,22.7,52.0,0.13,16,2,1,0,0,0,0,0
2025-01-08 17:00:00,0.45,14.2,55.7,0.36,17,2,1,0,0,0,0,0
2025-01-08 18:00:00,0.544,18.2,28.3,0.0,18,2,1,0,0,0,0,0
2025-01-08 19:00:00,1.656,12.5,60.6,0.92,19,2,1,0,0,1,1,0
2025-01-08 20:00:00,1.905,12.0,59.8,0.89,20,2,1,0,0,1,1,0
2025-01-08 21:00:00,1.948,10.3,39.6,0.9,21,2,1,0,0,1,0,0
2025-01-08 22:00:00,1.536,14.6,31.2,1.0,22,2,1,0,0,1,0,0
2025-01-08 23:00:00,0.773,18.7,56.9,0.96,23,2,1,0,0,1,0,0
2025-01-09 00:00:00,0.165,18.3,52.9,0.37,0,3,1,0,0,1,0,0
2025-01-09 01:00:00,0.1,18.6,77.0,0.3,1,3,1,0,0,0,0,0
2025-01-09 02:00:00,0.106,14.7,62.6,0.23,2,3,1,0,0,0,0,0
2025-01-09 03:00:00,0.267,8.9,20.0,0.14,3,3,1,0,0,0,0,0
2025-01-09 04:00:00,0.159,17.8,35.5,0.3,4,3,1,0,0,0,0,0
2025-01-09 05:00:00,0.183,13.0,63.2,0.28,5,3,1,0,0,0,0,0
2025-01-09 06:00:00,0.449,16.6,46.3,0.23,6,3,1,0,0,0,0,0
2025-01-09 07:00:00,0.614,20.2,59.6,0.24,7,3,1,0,0,0,1,0
2025-01-09 08:00:00,0.546,25.6,50.9,0.14,8,3,1,0,0,0,1,0
2025-01-09 09:00:00,0.55,23.6,59.5,0.3,9,3,1,0,0,0,0,0
2025-01-09 10:00:00,0.489,26.5,81.1,0.13,10,3,1,0,0,0,0,0
2025-01-09 11:00:00,0.376,22.8,42.7,0.17,11,3,1,0,0,0,0,0
2025-01-09 12:00:00,0.63,24.0,49.6,0.41,12,3,1,0,0,0,1,0
2025-01-09 13:00:00,0.278,24.2,51.8,0.26,13,3,1,0,0,0,1,0
2025-01-09 14:00:00,0.334,19.9,56.0,0.26,14,3,1,0,0,0,0,0
2025-01-09 15:00:00,0.466,25.0,28.0,0.22,15,3,1,0,0,0,0,0
2025-01-09 16:00:00,0.331,25.1,66.2,0.2,16,3,1,0,0,0,0,0
2025-01-09 17:00:00,0.562,22.6,26.4,0.35,17,3,1,0,0,0,0,0
2025-01-09 18:00:00,0.671,16.5,57.4,0.23,18,3,1,0,0,0,0,0
2025-01-09 19:00:00,1.655,13.0,67.6,0.95,19,3,1,0,0,1,1,0
2025-01-09 20:00:00,1.242,14.5,67.2,0.73,20,3,1,0,0,1,1,0
2025-01-09 21:00:00,1.892,10.3,67.4,0.85,21,3,1,0,0,1,0,0
2025-01-09 22:00:00,1.371,15.3,51.2,0.77,22,3,1,0,0,1,0,0
2025-01-09 23:00:00,1.017,12.0,43.6,1.0,23,3,1,0,0,1,0,0
2025-01-10 00:00:00,0.262,13.6,45.2,0.51,0,4,1,0,0,1,0,0
2025-01-10 01:00:00,0.135,17.3,53.6,0.27,1,4,1,0,0,0,0,0
2025-01-10 02:00:00,0.238,14.7,60.9,0.31,2,4,1,0,0,1,0,0
2025-01-10 03:00:00,0.215,14.8,20.0,0.39,3,4,1,0,0,1,0,0
2025-01-10 04:00:00,0.268,15.1,81.3,0.29,4,4,1,0,0,0,0,0
2025-01-10 05:00:00,0.369,12.5,34.2,0.24,5,4,1,0,0,0,0,0
2025-01-10 06:00:00,0.652,17.6,63.1,0.35,6,4,1,0,0,1,0,0
2025-01-10 07:00:00,0.72,22.8,49.1,0.32,7,4,1,0,0,0,1,0
2025-01-10 08:00:00,0.603,25.0,59.6,0.09,8,4,1,0,0,0,1,0
2025-01-10 09:00:00,0.553,18.4,38.7,0.19,9,4,1,0,0,0,0,0
2025-01-10 10:00:00,0.348,23.7,74.2,0.25,10,4,1,0,0,0,0,0
2025-01-10 11:00:00,0.45,26.9,31.6,0.26,11,4,1,0,0,0,0,0
2025-01-10 12:00:00,0.339,23.5,47.7,0.21,12,4,1,0,0,0,1,0
2025-01-10 13:00:00,0.345,21.8,28.4,0.36,13,4,1,0,0,0,1,0
2025-01-10 14:00:00,0.448,17.2,40.4,0.07,14,4,1,0,0,0,0,0
2025-01-10 15:00:00,0.367,23.9,83.8,0.3,15,4,1,0,0,0,0,0
2025-01-10 16:00:00,0.37,15.3,29.2,0.04,16,4,1,0,0,0,0,0
2025-01-10 17:00:00,0.465,28.0,58.5,0.26,17,4,1,0,0,0,0,0
2025-01-10 18:00:00,0.618,20.6,51.6,0.19,18,4,1,0,0,0,0,0
2025-01-10 19:00:00,1.455,12.5,48.5,0.8,19,4,1,0,0,1,1,0
2025-01-10 20:00:00,1.144,16.9,63.8,0.74,20,4,1,0,0,1,1,0
2025-01-10 21:00:00,1.358,16.8,46.6,0.96,21,4,1,0,0,1,0,0
2025-01-10 22:00:00,1.389,14.0,41.0,0.93,22,4,1,0,0,1,0,0
2025-01-10 23:00:00,0.848,16.3,58.3,0.92,23,4,1,0,0,1,0,0
2025-01-11 00:00:00,0.211,14.9,51.8,0.35,0,5,1,1,0,1,0,0
2025-01-11 01:00:00,0.341,14.4,40.1,0.16,1,5,1,1,0,0,0,0
2025-01-11 02:00:00,0.26,10.6,39.2,0.39,2,5,1,1,0,1,0,0
2025-01-11 03:00:00,0.386,18.1,54.2,0.22,3,5,1,1,0,0,0,0
2025-01-11 04:00:00,0.236,11.7,59.5,0.34,4,5,1,1,0,1,0,0
2025-01-11 05:00:00,0.442,14.7,47.8,0.4,5,5,1,1,0,1,0,0
2025-01-11 06:00:00,0.875,15.0,48.7,0.56,6,5,1,1,0,1,0,0
2025-01-11 07:00:00,0.934,25.9,41.7,0.36,7,5,1,1,0,0,1,0
2025-01-11 08:00:00,1.104,19.2,41.3,0.8,8,5,1,1,0,0,1,0
2025-01-11 09:00:00,1.125,17.9,38.5,0.92,9,5,1,1,0,0,0,0
2025-01-11 10:00:00,0.985,24.2,20.1,0.94,10,5,1,1,0,0,0,0
2025-01-11 11:00:00,0.792,20.9,56.3,0.83,11,5,1,1,0,0,0,0
2025-01-11 12:00:00,0.802,24.8,58.1,0.81,12,5,1,1,0,0,1,0
2025-01-11 13:00:00,0.919,18.5,36.4,0.83,13,5,1,1,0,0,1,0
2025-01-11 14:00:00,0.942,26.2,33.6,0.87,14,5,1,1,0,0,0,0
2025-01-11 15:00:00,0.821,24.3,55.9,0.92,15,5,1,1,0,0,0,0
2025-01-11 16:00:00,0.819,20.7,60.6,1.0,16,5,1,1,0,0,0,0
2025-01-11 17:00:00,0.654,13.5,57.6,0.79,17,5,1,1,0,0,0,0
2025-01-11 18:00:00,1.789,21.7,49.9,0.98,18,5,1,1,0,1,0,1
2025-01-11 19:00:00,1.744,15.6,45.6,0.93,19,5,1,1,0,1,1,1
2025-01-11 20:00:00,1.772,14.0,47.4,0.82,20,5,1,1,0,1,1,1
2025-01-11 21:00:00,2.232,12.3,49.9,1.0,21,5,1,1,0,1,0,1
2025-01-11 22:00:00,1.748,15.7,70.9,0.96,22,5,1,1,0,1,0,1
2025-01-11 23:00:00,0.602,10.0,45.4,0.24,23,5,1,1,0,0,0,1
2025-01-12 00:00:00,0.21,15.7,48.9,0.35,0,6,1,1,0,1,0,0
2025-01-12 01:00:00,0.312,8.1,47.8,0.18,1,6,1,1,0,0,0,0
2025-01-12 02:00:00,0.243,20.8,46.8,0.45,2,6,1,1,0,1,0,0
2025-01-12 03:00:00,0.223,13.4,45.5,0.26,3,6,1,1,0,0,0,0
2025-01-12 04:00:00,0.316,15.5,56.6,0.42,4,6,1,1,0,1,0,0
2025-01-12 05:00:00,0.226,8.0,64.0,0.16,5,6,1,1,0,0,0,0
2025-01-12 06:00:00,0.877,12.7,58.1,0.38,6,6,1,1,0,1,0,0
2025-01-12 07:00:00,0.794,11.0,55.9,0.15,7,6,1,1,0,0,1,0
2025-01-12 08:00:00,1.292,21.0,51.8,0.8,8,6,1,1,0,0,1,0
2025-01-12 09:00:00,1.132,21.0,36.0,0.86,9,6,1,1,0,0,0,0
2025-01-12 10:00:00,0.89,23.5,29.4,0.74,10,6,1,1,0,0,0,0
2025-01-12 11:00:00,0.986,21.5,65.6,0.84,11,6,1,1,0,0,0,0
2025-01-12 12:00:00,0.878,24.5,82.4,0.84,12,6,1,1,0,0,1,0
2025-01-12 13:00:00,0.767,25.0,73.4,0.9,13,6,1,1,0,0,1,0
2025-01-12 14:00:00,0.812,23.0,80.2,0.91,14,6,1,1,0,0,0,0
2025-01-12 15:00:00,0.834,20.7,35.4,1.0,15,6,1,1,0,0,0,0
2025-01-12 16:00:00,0.983,17.9,67.8,0.97,16,6,1,1,0,0,0,0
2025-01-12 17:00:00,0.796,15.6,72.5,0.87,17,6,1,1,0,0,0,0
2025-01-12 18:00:00,1.736,22.5,56.8,1.0,18,6,1,1,0,1,0,1
2025-01-12 19:00:00,1.851,17.8,54.0,1.0,19,6,1,1,0,1,1,1
2025-01-12 20:00:00,1.475,17.7,44.5,0.82,20,6,1,1,0,1,1,1
2025-01-12 21:00:00,2.134,11.2,33.5,0.88,21,6,1,1,0,1,0,1
2025-01-12 22:00:00,1.593,16.7,62.9,0.84,22,6,1,1,0,1,0,1
2025-01-12 23:00:00,0.583,15.6,74.1,0.35,23,6,1,1,0,1,0,1
2025-01-13 00:00:00,0.174,18.2,52.7,0.17,0,0,1,0,0,0,0,0
2025-01-13 01:00:00,0.224,12.5,58.8,0.42,1,0,1,0,0,1,0,0
2025-01-13 02:00:00,0.269,17.6,53.6,0.56,2,0,1,0,0,1,0,0
2025-01-13 03:00:00,0.32,10.5,55.7,0.43,3,0,1,0,0,1,0,0
2025-01-13 04:00:00,0.104,13.4,46.9,0.21,4,0,1,0,0,0,0,0
2025-01-13 05:00:00,0.181,18.4,55.9,0.18,5,0,1,0,0,0,0,0
2025-01-13 06:00:00,0.523,21.0,48.0,0.3,6,0,1,0,0,1,0,0
2025-01-13 07:00:00,0.49,21.1,56.3,0.21,7,0,1,0,0,0,1,0
2025-01-13 08:00:00,0.517,22.3,75.9,0.16,8,0,1,0,0,0,1,0
2025-01-13 09:00:00,0.537,22.9,23.6,0.05,9,0,1,0,0,0,0,0
2025-01-13 10:00:00,0.513,23.2,41.5,0.22,10,0,1,0,0,0,0,0
2025-01-13 11:00:00,0.497,30.9,68.1,0.3,11,0,1,0,0,0,0,0
2025-01-13 12:00:00,0.333,24.8,37.7,0.2,12,0,1,0,0,0,1,0
2025-01-13 13:00:00,0.502,22.2,64.3,0.21,13,0,1,0,0,0,1,0
2025-01-13 14:00:00,0.248,18.7,39.2,0.01,14,0,1,0,0,0,0,0
2025-01-13 15:00:00,0.484,22.7,59.5,0.1,15,0,1,0,0,0,0,0
2025-01-13 16:00:00,0.265,24.7,46.6,0.1,16,0,1,0,0,0,0,0
2025-01-13 17:00:00,0.214,24.4,73.1,0.15,17,0,1,0,0,0,0,0
2025-01-13 18:00:00,0.639,16.7,54.8,0.19,18,0,1,0,0,0,0,0
2025-01-13 19:00:00,1.434,10.7,42.0,0.78,19,0,1,0,0,1,1,0
